Id,Name,Year,Gender,State,Count
1941,Debbie,1955,F,AK,14
1942,Doris,1955,F,AK,14
1943,Ellen,1955,F,AK,14
1944,Jacqueline,1955,F,AK,14
1945,Kim,1955,F,AK,14
1946,Leslie,1955,F,AK,14
1947,Paula,1955,F,AK,14
1948,Peggy,1955,F,AK,14
1949,Cathy,1955,F,AK,13
1950,Helen,1955,F,AK,13
1951,Jean,1955,F,AK,13
1952,Joan,1955,F,AK,13
1953,Shirley,1955,F,AK,13
1954,Alice,1955,F,AK,12
1955,Brenda,1955,F,AK,12
1956,Joyce,1955,F,AK,12
1957,Michelle,1955,F,AK,12
1958,Rose,1955,F,AK,12
1959,Sarah,1955,F,AK,12
1960,Ann,1955,F,AK,11
1961,Anne,1955,F,AK,11
1962,Betty,1955,F,AK,11
1963,Christine,1955,F,AK,11
1964,Connie,1955,F,AK,11
1965,Judy,1955,F,AK,11
1966,Lynn,1955,F,AK,11
1967,Marie,1955,F,AK,11
1968,Martha,1955,F,AK,11
1969,Vicky,1955,F,AK,11
1970,Cindy,1955,F,AK,10
1971,Darlene,1955,F,AK,10
1972,Dorothy,1955,F,AK,10
1973,Frances,1955,F,AK,10
1974,Holly,1955,F,AK,10
1975,Lois,1955,F,AK,10
1976,Lorraine,1955,F,AK,10
1977,Mildred,1955,F,AK,10
1978,Sheila,1955,F,AK,10
1979,Tina,1955,F,AK,10
1980,Anna,1955,F,AK,9
1981,Gail,1955,F,AK,9
1982,Jennifer,1955,F,AK,9
1983,Kimberly,1955,F,AK,9
1984,Laurie,1955,F,AK,9
1985,Loretta,1955,F,AK,9
1986,Lori,1955,F,AK,9
1987,Renee,1955,F,AK,9
1988,Roberta,1955,F,AK,9
1989,Sherry,1955,F,AK,9
1990,Valerie,1955,F,AK,9
1991,Virginia,1955,F,AK,9
1992,Amy,1955,F,AK,8
1993,Beth,1955,F,AK,8
1994,Carla,1955,F,AK,8
1995,Gayle,1955,F,AK,8
1996,Joanne,1955,F,AK,8
1997,Margie,1955,F,AK,8
1998,Marlene,1955,F,AK,8
1999,Melody,1955,F,AK,8
2000,Michele,1955,F,AK,8
2001,Monica,1955,F,AK,8
2002,Norma,1955,F,AK,8
2003,Angela,1955,F,AK,7
2004,Arlene,1955,F,AK,7
2005,Bessie,1955,F,AK,7
2006,Carrie,1955,F,AK,7
2007,Christina,1955,F,AK,7
2008,Colleen,1955,F,AK,7
2009,Emily,1955,F,AK,7
2010,Grace,1955,F,AK,7
2011,Jeanette,1955,F,AK,7
2012,Joni,1955,F,AK,7
2013,Maureen,1955,F,AK,7
2014,Melissa,1955,F,AK,7
2015,Myra,1955,F,AK,7
2016,Ramona,1955,F,AK,7
2017,Rhonda,1955,F,AK,7
2018,Andrea,1955,F,AK,6
2019,Bernice,1955,F,AK,6
2020,Charlene,1955,F,AK,6
2021,Dianne,1955,F,AK,6
2022,Elena,1955,F,AK,6
2023,Elsie,1955,F,AK,6
2024,Ethel,1955,F,AK,6
2025,Gloria,1955,F,AK,6
2026,Jane,1955,F,AK,6
2027,Kay,1955,F,AK,6
2028,Lorna,1955,F,AK,6
2029,Lucy,1955,F,AK,6
2030,Lydia,1955,F,AK,6
2031,Melinda,1955,F,AK,6
2032,Molly,1955,F,AK,6
2033,Phyllis,1955,F,AK,6
2034,Sally,1955,F,AK,6
2035,Sheryl,1955,F,AK,6
2036,Stella,1955,F,AK,6
2037,Stephanie,1955,F,AK,6
2038,Vickie,1955,F,AK,6
2039,Victoria,1955,F,AK,6
2040,Wendy,1955,F,AK,6
2041,Yvonne,1955,F,AK,6
2042,April,1955,F,AK,5
2043,Candace,1955,F,AK,5
2044,Cheri,1955,F,AK,5
2045,Constance,1955,F,AK,5
2046,Edna,1955,F,AK,5
2047,Elaine,1955,F,AK,5
2048,Eleanor,1955,F,AK,5
2049,Emma,1955,F,AK,5
2050,Eva,1955,F,AK,5
2051,Evelyn,1955,F,AK,5
2052,Geraldine,1955,F,AK,5
2053,Jacquelyn,1955,F,AK,5
2054,Jill,1955,F,AK,5
2055,Jo,1955,F,AK,5
2056,Julia,1955,F,AK,5
2057,June,1955,F,AK,5
2058,Louise,1955,F,AK,5
2059,Maria,1955,F,AK,5
2060,Marla,1955,F,AK,5
2061,Marsha,1955,F,AK,5
2062,Minnie,1955,F,AK,5
2063,Nina,1955,F,AK,5
2064,Pauline,1955,F,AK,5
2065,Sara,1955,F,AK,5
2066,Shannon,1955,F,AK,5
2067,Shelley,1955,F,AK,5
2068,Sue,1955,F,AK,5
2069,Terri,1955,F,AK,5
2070,Debra,1956,F,AK,103
2071,Mary,1956,F,AK,96
2072,Linda,1956,F,AK,76
2073,Susan,1956,F,AK,73
2074,Patricia,1956,F,AK,63
2075,Barbara,1956,F,AK,62
2076,Karen,1956,F,AK,62
2077,Deborah,1956,F,AK,56
2078,Elizabeth,1956,F,AK,52
2079,Sharon,1956,F,AK,50
2080,Cynthia,1956,F,AK,49
2081,Pamela,1956,F,AK,49
2082,Sandra,1956,F,AK,45
2083,Cheryl,1956,F,AK,43
2084,Donna,1956,F,AK,38
2085,Nancy,1956,F,AK,37
2086,Rebecca,1956,F,AK,37
2087,Janet,1956,F,AK,34
2088,Teresa,1956,F,AK,32
2089,Carol,1956,F,AK,29
2090,Margaret,1956,F,AK,29
2091,Kathleen,1956,F,AK,28
2092,Theresa,1956,F,AK,27
2093,Catherine,1956,F,AK,25
2094,Diane,1956,F,AK,25
2095,Laura,1956,F,AK,25
2096,Brenda,1956,F,AK,24
2097,Judy,1956,F,AK,22
2098,Kathryn,1956,F,AK,22
2099,Martha,1956,F,AK,21
2100,Christine,1956,F,AK,20
2101,Betty,1956,F,AK,19
2102,Cindy,1956,F,AK,19
2103,Julie,1956,F,AK,19
2104,Kim,1956,F,AK,19
2105,Anna,1956,F,AK,18
2106,Carolyn,1956,F,AK,18
2107,Colleen,1956,F,AK,18
2108,Lynn,1956,F,AK,18
2109,Rose,1956,F,AK,18
2110,Janice,1956,F,AK,17
2111,Laurie,1956,F,AK,17
2112,Lisa,1956,F,AK,17
2113,Paula,1956,F,AK,17
2114,Connie,1956,F,AK,16
2115,Diana,1956,F,AK,16
2116,Jean,1956,F,AK,16
2117,Judith,1956,F,AK,16
2118,Robin,1956,F,AK,16
2119,Tina,1956,F,AK,16
2120,Vicki,1956,F,AK,16
2121,Ann,1956,F,AK,15
2122,Darlene,1956,F,AK,15
2123,Katherine,1956,F,AK,15
2124,Kathy,1956,F,AK,15
2125,Alice,1956,F,AK,14
2126,Denise,1956,F,AK,14
2127,Doris,1956,F,AK,14
2128,Ellen,1956,F,AK,14
2129,Gloria,1956,F,AK,14
2130,Marilyn,1956,F,AK,14
2131,Ruth,1956,F,AK,14
2132,Vickie,1956,F,AK,14
2133,Beverly,1956,F,AK,13
2134,Bonnie,1956,F,AK,13
2135,Cathy,1956,F,AK,13
2136,Debbie,1956,F,AK,13
2137,Michelle,1956,F,AK,13
2138,Rhonda,1956,F,AK,13
2139,Arlene,1956,F,AK,12
2140,Joanne,1956,F,AK,12
2141,Lori,1956,F,AK,12
2142,Terri,1956,F,AK,12
2143,Elaine,1956,F,AK,11
2144,Helen,1956,F,AK,11
2145,Julia,1956,F,AK,11
2146,Kimberly,1956,F,AK,11
2147,Marie,1956,F,AK,11
2148,Roberta,1956,F,AK,11
2149,Sheila,1956,F,AK,11
2150,Wanda,1956,F,AK,11
2151,Dawn,1956,F,AK,10
2152,Dorothy,1956,F,AK,10
2153,Evelyn,1956,F,AK,10
2154,Gail,1956,F,AK,10
2155,Joyce,1956,F,AK,10
2156,Louise,1956,F,AK,10
2157,Peggy,1956,F,AK,10
2158,Phyllis,1956,F,AK,10
2159,Sheryl,1956,F,AK,10
2160,Susie,1956,F,AK,10
2161,Toni,1956,F,AK,10
2162,Angela,1956,F,AK,9
2163,Charlotte,1956,F,AK,9
2164,Sally,1956,F,AK,9
2165,Wendy,1956,F,AK,9
2166,Bertha,1956,F,AK,8
2167,Grace,1956,F,AK,8
2168,Jill,1956,F,AK,8
2169,Karla,1956,F,AK,8
2170,Leslie,1956,F,AK,8
2171,Marjorie,1956,F,AK,8
2172,Sophie,1956,F,AK,8
2173,Stephanie,1956,F,AK,8
2174,Vicky,1956,F,AK,8
2175,Vivian,1956,F,AK,8
2176,Agnes,1956,F,AK,7
2177,Anita,1956,F,AK,7
2178,Edna,1956,F,AK,7
2179,Glenda,1956,F,AK,7
2180,Gwendolyn,1956,F,AK,7
2181,Jeanne,1956,F,AK,7
2182,Joan,1956,F,AK,7
2183,Joann,1956,F,AK,7
2184,June,1956,F,AK,7
2185,Lucy,1956,F,AK,7
2186,Marlene,1956,F,AK,7
2187,Maureen,1956,F,AK,7
2188,Pauline,1956,F,AK,7
2189,Ramona,1956,F,AK,7
2190,Rosemary,1956,F,AK,7
2191,Sarah,1956,F,AK,7
2192,Sherry,1956,F,AK,7
2193,Shirley,1956,F,AK,7
2194,Suzanne,1956,F,AK,7
2195,Sylvia,1956,F,AK,7
2196,Terry,1956,F,AK,7
2197,Valerie,1956,F,AK,7
2198,Verna,1956,F,AK,7
2199,Billie,1956,F,AK,6
2200,Christina,1956,F,AK,6
2201,Debora,1956,F,AK,6
2202,Dolores,1956,F,AK,6
2203,Eva,1956,F,AK,6
2204,Florence,1956,F,AK,6
2205,Geraldine,1956,F,AK,6
2206,Jacqueline,1956,F,AK,6
2207,Jennifer,1956,F,AK,6
2208,Jo,1956,F,AK,6
2209,Kerry,1956,F,AK,6
2210,Lillian,1956,F,AK,6
2211,Loretta,1956,F,AK,6
2212,Lorraine,1956,F,AK,6
2213,Maxine,1956,F,AK,6
2214,Michele,1956,F,AK,6
2215,Mildred,1956,F,AK,6
2216,Norma,1956,F,AK,6
2217,Renee,1956,F,AK,6
2218,Sheri,1956,F,AK,6
2219,Victoria,1956,F,AK,6
2220,Yvonne,1956,F,AK,6
2221,Becky,1956,F,AK,5
2222,Cathleen,1956,F,AK,5
2223,Claudia,1956,F,AK,5
2224,Eleanor,1956,F,AK,5
2225,Emily,1956,F,AK,5
2226,Flora,1956,F,AK,5
2227,Ida,1956,F,AK,5
2228,Irene,1956,F,AK,5
2229,Jan,1956,F,AK,5
2230,Joni,1956,F,AK,5
2231,Joy,1956,F,AK,5
2232,Juanita,1956,F,AK,5
2233,Kelly,1956,F,AK,5
2234,Lydia,1956,F,AK,5
2235,Melinda,1956,F,AK,5
2236,Melody,1956,F,AK,5
2237,Minnie,1956,F,AK,5
2238,Rosalie,1956,F,AK,5
2239,Shannon,1956,F,AK,5
2240,Sheree,1956,F,AK,5
2241,Sherri,1956,F,AK,5
2242,Violet,1956,F,AK,5
2243,Mary,1957,F,AK,99
2244,Susan,1957,F,AK,82
2245,Cynthia,1957,F,AK,76
2246,Debra,1957,F,AK,72
2247,Linda,1957,F,AK,69
2248,Karen,1957,F,AK,62
2249,Patricia,1957,F,AK,57
2250,Deborah,1957,F,AK,51
2251,Cheryl,1957,F,AK,44
2252,Sharon,1957,F,AK,44
2253,Pamela,1957,F,AK,41
2254,Barbara,1957,F,AK,40
2255,Carol,1957,F,AK,39
2256,Diane,1957,F,AK,39
2257,Sandra,1957,F,AK,39
2258,Cindy,1957,F,AK,38
2259,Elizabeth,1957,F,AK,36
2260,Kathleen,1957,F,AK,32
2261,Nancy,1957,F,AK,32
2262,Donna,1957,F,AK,31
2263,Janet,1957,F,AK,31
2264,Kathy,1957,F,AK,29
2265,Laura,1957,F,AK,28
2266,Denise,1957,F,AK,27
2267,Katherine,1957,F,AK,27
2268,Margaret,1957,F,AK,27
2269,Teresa,1957,F,AK,27
2270,Brenda,1957,F,AK,26
2271,Theresa,1957,F,AK,26
2272,Anna,1957,F,AK,24
2273,Julie,1957,F,AK,21
2274,Kimberly,1957,F,AK,21
2275,Debbie,1957,F,AK,20
2276,Lisa,1957,F,AK,20
2277,Rebecca,1957,F,AK,19
2278,Robin,1957,F,AK,19
2279,Rose,1957,F,AK,19
2280,Sherry,1957,F,AK,19
2281,Judy,1957,F,AK,18
2282,Ruth,1957,F,AK,17
2283,Sheila,1957,F,AK,17
2284,Shirley,1957,F,AK,17
2285,Kim,1957,F,AK,16
2286,Paula,1957,F,AK,16
2287,Catherine,1957,F,AK,15
2288,Cathy,1957,F,AK,15
2289,Elaine,1957,F,AK,15
2290,Laurie,1957,F,AK,15
2291,Tina,1957,F,AK,15
2292,Vicki,1957,F,AK,15
2293,Ellen,1957,F,AK,14
2294,Janice,1957,F,AK,14
2295,Julia,1957,F,AK,14
2296,Kathryn,1957,F,AK,14
2297,Marie,1957,F,AK,14
2298,Marilyn,1957,F,AK,14
2299,Roberta,1957,F,AK,14
2300,Connie,1957,F,AK,13
2301,Darlene,1957,F,AK,13
2302,Lucy,1957,F,AK,13
2303,Michelle,1957,F,AK,13
2304,Alice,1957,F,AK,12
2305,Ann,1957,F,AK,12
2306,Arlene,1957,F,AK,12
2307,Bonnie,1957,F,AK,12
2308,Christine,1957,F,AK,12
2309,Colleen,1957,F,AK,12
2310,Loretta,1957,F,AK,12
2311,Martha,1957,F,AK,12
2312,Rhonda,1957,F,AK,12
2313,Terri,1957,F,AK,12
2314,Esther,1957,F,AK,11
2315,Evelyn,1957,F,AK,11
2316,Joan,1957,F,AK,11
2317,Joyce,1957,F,AK,11
2318,Lynn,1957,F,AK,11
2319,Marsha,1957,F,AK,11
2320,Maureen,1957,F,AK,11
2321,Tammy,1957,F,AK,11
2322,Vickie,1957,F,AK,11
2323,Wanda,1957,F,AK,11
2324,Bertha,1957,F,AK,10
2325,Betty,1957,F,AK,10
2326,Beverly,1957,F,AK,10
2327,Carolyn,1957,F,AK,10
2328,Diana,1957,F,AK,10
2329,Glenda,1957,F,AK,10
2330,Jacqueline,1957,F,AK,10
2331,Jane,1957,F,AK,10
2332,Jean,1957,F,AK,10
2333,Leslie,1957,F,AK,10
2334,Marlene,1957,F,AK,10
2335,Virginia,1957,F,AK,10
2336,Anita,1957,F,AK,9
2337,Carrie,1957,F,AK,9
2338,Doris,1957,F,AK,9
2339,Helen,1957,F,AK,9
2340,Jeanne,1957,F,AK,9
2341,Maria,1957,F,AK,9
2342,Ramona,1957,F,AK,9
2343,Sarah,1957,F,AK,9
2344,Stephanie,1957,F,AK,9
2345,Valerie,1957,F,AK,9
2346,Victoria,1957,F,AK,9
2347,Agnes,1957,F,AK,8
2348,Christina,1957,F,AK,8
2349,Clara,1957,F,AK,8
2350,Delores,1957,F,AK,8
2351,Dorothy,1957,F,AK,8
2352,Eileen,1957,F,AK,8
2353,Flora,1957,F,AK,8
2354,Gail,1957,F,AK,8
2355,Lori,1957,F,AK,8
2356,Lynda,1957,F,AK,8
2357,Melody,1957,F,AK,8
2358,Patti,1957,F,AK,8
2359,Pauline,1957,F,AK,8
2360,Sally,1957,F,AK,8
2361,Sue,1957,F,AK,8
2362,Terry,1957,F,AK,8
2363,Yvonne,1957,F,AK,8
2364,Angela,1957,F,AK,7
2365,Audrey,1957,F,AK,7
2366,Charlene,1957,F,AK,7
2367,Dianna,1957,F,AK,7
2368,Florence,1957,F,AK,7
2369,Frances,1957,F,AK,7
2370,Irene,1957,F,AK,7
2371,Joann,1957,F,AK,7
2372,Lorna,1957,F,AK,7
2373,Marcella,1957,F,AK,7
2374,Nora,1957,F,AK,7
2375,Norma,1957,F,AK,7
2376,Peggy,1957,F,AK,7
2377,Rita,1957,F,AK,7
2378,Sheri,1957,F,AK,7
2379,Cecelia,1957,F,AK,6
2380,Elena,1957,F,AK,6
2381,Emma,1957,F,AK,6
2382,Eva,1957,F,AK,6
2383,Georgia,1957,F,AK,6
2384,Gloria,1957,F,AK,6
2385,Ida,1957,F,AK,6
2386,Jeanette,1957,F,AK,6
2387,Judith,1957,F,AK,6
2388,Laurel,1957,F,AK,6
2389,Louise,1957,F,AK,6
2390,Lydia,1957,F,AK,6
2391,Marian,1957,F,AK,6
2392,Nellie,1957,F,AK,6
2393,Nina,1957,F,AK,6
2394,Rachel,1957,F,AK,6
2395,Sherrie,1957,F,AK,6
2396,Sheryl,1957,F,AK,6
2397,Suzanne,1957,F,AK,6
2398,Sylvia,1957,F,AK,6
2399,Toni,1957,F,AK,6
2400,Alberta,1957,F,AK,5
2401,Amy,1957,F,AK,5
2402,April,1957,F,AK,5
2403,Bessie,1957,F,AK,5
2404,Beth,1957,F,AK,5
2405,Carla,1957,F,AK,5
2406,Charlotte,1957,F,AK,5
2407,Dawn,1957,F,AK,5
2408,Gina,1957,F,AK,5
2409,Holly,1957,F,AK,5
2410,Jackie,1957,F,AK,5
2411,Jody,1957,F,AK,5
2412,Kelly,1957,F,AK,5
2413,Leona,1957,F,AK,5
2414,Lorraine,1957,F,AK,5
2415,Maggie,1957,F,AK,5
2416,Marjorie,1957,F,AK,5
2417,Michele,1957,F,AK,5
2418,Penny,1957,F,AK,5
2419,Priscilla,1957,F,AK,5
2420,Renee,1957,F,AK,5
2421,Robyn,1957,F,AK,5
2422,Roxanne,1957,F,AK,5
2423,Stella,1957,F,AK,5
2424,Susie,1957,F,AK,5
2425,Tanya,1957,F,AK,5
2426,Teri,1957,F,AK,5
2427,Thelma,1957,F,AK,5
2428,Mary,1958,F,AK,84
2429,Susan,1958,F,AK,79
2430,Karen,1958,F,AK,67
2431,Debra,1958,F,AK,60
2432,Linda,1958,F,AK,52
2433,Donna,1958,F,AK,48
2434,Elizabeth,1958,F,AK,48
2435,Patricia,1958,F,AK,48
2436,Deborah,1958,F,AK,43
2437,Cheryl,1958,F,AK,42
2438,Barbara,1958,F,AK,41
2439,Cynthia,1958,F,AK,39
2440,Sharon,1958,F,AK,35
2441,Pamela,1958,F,AK,34
2442,Debbie,1958,F,AK,33
2443,Diane,1958,F,AK,32
2444,Kathleen,1958,F,AK,31
2445,Sandra,1958,F,AK,30
2446,Kathy,1958,F,AK,29
2447,Katherine,1958,F,AK,26
2448,Lori,1958,F,AK,26
2449,Brenda,1958,F,AK,25
2450,Theresa,1958,F,AK,25
2451,Carol,1958,F,AK,24
2452,Cindy,1958,F,AK,24
2453,Janet,1958,F,AK,24
2454,Julie,1958,F,AK,24
2455,Margaret,1958,F,AK,24
2456,Martha,1958,F,AK,24
2457,Laura,1958,F,AK,23
2458,Nancy,1958,F,AK,23
2459,Dorothy,1958,F,AK,22
2460,Janice,1958,F,AK,21
2461,Judy,1958,F,AK,21
2462,Teresa,1958,F,AK,21
2463,Tina,1958,F,AK,20
2464,Kathryn,1958,F,AK,19
2465,Kim,1958,F,AK,19
2466,Diana,1958,F,AK,18
2467,Lisa,1958,F,AK,18
2468,Kimberly,1958,F,AK,17
2469,Rebecca,1958,F,AK,17
2470,Shirley,1958,F,AK,17
2471,Ellen,1958,F,AK,16
2472,Helen,1958,F,AK,16
2473,Julia,1958,F,AK,16
2474,Ruth,1958,F,AK,16
2475,Betty,1958,F,AK,15
2476,Lucy,1958,F,AK,15
2477,Peggy,1958,F,AK,15
2478,Vicki,1958,F,AK,15
2479,Anita,1958,F,AK,14
2480,Christine,1958,F,AK,14
2481,Joanne,1958,F,AK,14
2482,Laurie,1958,F,AK,14
2483,Pauline,1958,F,AK,14
2484,Valerie,1958,F,AK,14
2485,Beverly,1958,F,AK,13
2486,Carolyn,1958,F,AK,13
2487,Denise,1958,F,AK,13
2488,Sally,1958,F,AK,13
2489,Sherry,1958,F,AK,13
2490,Alice,1958,F,AK,12
2491,Ann,1958,F,AK,12
2492,Kelly,1958,F,AK,12
2493,Robin,1958,F,AK,12
2494,Rose,1958,F,AK,12
2495,Terri,1958,F,AK,12
2496,Angela,1958,F,AK,11
2497,Darlene,1958,F,AK,11
2498,Esther,1958,F,AK,11
2499,Glenda,1958,F,AK,11
2500,Gloria,1958,F,AK,11
2501,Rhonda,1958,F,AK,11
2502,Tammy,1958,F,AK,11
2503,Charlotte,1958,F,AK,10
2504,Elaine,1958,F,AK,10
2505,Jean,1958,F,AK,10
2506,Jennifer,1958,F,AK,10
2507,Jo,1958,F,AK,10
2508,Michelle,1958,F,AK,10
2509,Phyllis,1958,F,AK,10
2510,Roberta,1958,F,AK,10
2511,Terry,1958,F,AK,10
2512,Victoria,1958,F,AK,10
2513,Anna,1958,F,AK,9
2514,Catherine,1958,F,AK,9
2515,Doris,1958,F,AK,9
2516,Evelyn,1958,F,AK,9
2517,Joyce,1958,F,AK,9
2518,Judith,1958,F,AK,9
2519,Maria,1958,F,AK,9
2520,Melanie,1958,F,AK,9
2521,Paula,1958,F,AK,9
2522,Shelley,1958,F,AK,9
2523,Veronica,1958,F,AK,9
2524,Agnes,1958,F,AK,8
2525,Cathy,1958,F,AK,8
2526,Clara,1958,F,AK,8
2527,Connie,1958,F,AK,8
2528,Dawn,1958,F,AK,8
2529,Jane,1958,F,AK,8
2530,June,1958,F,AK,8
2531,Leslie,1958,F,AK,8
2532,Nora,1958,F,AK,8
2533,Sheila,1958,F,AK,8
2534,Susie,1958,F,AK,8
2535,Virginia,1958,F,AK,8
2536,Anne,1958,F,AK,7
2537,Beth,1958,F,AK,7
2538,Carla,1958,F,AK,7
2539,Darla,1958,F,AK,7
2540,Debora,1958,F,AK,7
2541,Emma,1958,F,AK,7
2542,Florence,1958,F,AK,7
2543,Jacqueline,1958,F,AK,7
2544,Lillian,1958,F,AK,7
2545,Lois,1958,F,AK,7
2546,Lydia,1958,F,AK,7
2547,Marie,1958,F,AK,7
2548,Marlene,1958,F,AK,7
2549,Michele,1958,F,AK,7
2550,Pam,1958,F,AK,7
2551,Renee,1958,F,AK,7
2552,Rhoda,1958,F,AK,7
2553,Sarah,1958,F,AK,7
2554,Shawn,1958,F,AK,7
2555,Wanda,1958,F,AK,7
2556,Yvonne,1958,F,AK,7
2557,Andrea,1958,F,AK,6
2558,Annie,1958,F,AK,6
2559,Becky,1958,F,AK,6
2560,Bonnie,1958,F,AK,6
2561,Colleen,1958,F,AK,6
2562,Eileen,1958,F,AK,6
2563,Gail,1958,F,AK,6
2564,Geraldine,1958,F,AK,6
2565,Grace,1958,F,AK,6
2566,Heather,1958,F,AK,6
2567,Jeanette,1958,F,AK,6
2568,Joann,1958,F,AK,6
2569,Loretta,1958,F,AK,6
2570,Lorraine,1958,F,AK,6
2571,Marilyn,1958,F,AK,6
2572,Melody,1958,F,AK,6
2573,Shannon,1958,F,AK,6
2574,Stella,1958,F,AK,6
2575,Stephanie,1958,F,AK,6
2576,Sue,1958,F,AK,6
2577,Vicky,1958,F,AK,6
2578,Annette,1958,F,AK,5
2579,Audrey,1958,F,AK,5
2580,Carrie,1958,F,AK,5
2581,Cecilia,1958,F,AK,5
2582,Charlene,1958,F,AK,5
2583,Delores,1958,F,AK,5
2584,Dianne,1958,F,AK,5
2585,Dora,1958,F,AK,5
2586,Eva,1958,F,AK,5
2587,Flora,1958,F,AK,5
2588,Frances,1958,F,AK,5
2589,Gayle,1958,F,AK,5
2590,Holly,1958,F,AK,5
2591,Jenny,1958,F,AK,5
2592,Josephine,1958,F,AK,5
2593,Leona,1958,F,AK,5
2594,Lou,1958,F,AK,5
2595,Mildred,1958,F,AK,5
2596,Molly,1958,F,AK,5
2597,Priscilla,1958,F,AK,5
2598,Rita,1958,F,AK,5
2599,Sherri,1958,F,AK,5
2600,Sheryl,1958,F,AK,5
2601,Suzanne,1958,F,AK,5
2602,Sylvia,1958,F,AK,5
2603,Tamara,1958,F,AK,5
2604,Tami,1958,F,AK,5
2605,Mary,1959,F,AK,61
2606,Karen,1959,F,AK,56
2607,Debra,1959,F,AK,52
2608,Linda,1959,F,AK,51
2609,Donna,1959,F,AK,47
2610,Patricia,1959,F,AK,47
2611,Susan,1959,F,AK,46
2612,Pamela,1959,F,AK,44
2613,Lisa,1959,F,AK,43
2614,Sharon,1959,F,AK,43
2615,Cynthia,1959,F,AK,41
2616,Nancy,1959,F,AK,41
2617,Cheryl,1959,F,AK,36
2618,Kathy,1959,F,AK,35
2619,Barbara,1959,F,AK,33
2620,Deborah,1959,F,AK,33
2621,Kathleen,1959,F,AK,33
2622,Margaret,1959,F,AK,32
2623,Elizabeth,1959,F,AK,31
2624,Julie,1959,F,AK,31
2625,Teresa,1959,F,AK,31
2626,Laura,1959,F,AK,29
2627,Sandra,1959,F,AK,29
2628,Carol,1959,F,AK,28
2629,Cindy,1959,F,AK,27
2630,Kimberly,1959,F,AK,26
2631,Theresa,1959,F,AK,26
2632,Lori,1959,F,AK,25
2633,Diane,1959,F,AK,23
2634,Michelle,1959,F,AK,23
2635,Debbie,1959,F,AK,22
2636,Helen,1959,F,AK,22
2637,Connie,1959,F,AK,21
2638,Diana,1959,F,AK,21
2639,Tina,1959,F,AK,21
2640,Virginia,1959,F,AK,21
2641,Brenda,1959,F,AK,20
2642,Janice,1959,F,AK,20
2643,Rebecca,1959,F,AK,20
2644,Tammy,1959,F,AK,20
2645,Dorothy,1959,F,AK,19
2646,Judy,1959,F,AK,19
2647,Kelly,1959,F,AK,19
2648,Kim,1959,F,AK,19
2649,Denise,1959,F,AK,18
2650,Catherine,1959,F,AK,17
2651,Darlene,1959,F,AK,17
2652,Laurie,1959,F,AK,17
2653,Leslie,1959,F,AK,17
2654,Valerie,1959,F,AK,17
2655,Ruth,1959,F,AK,16
2656,Shirley,1959,F,AK,16
2657,Vicki,1959,F,AK,16
2658,Dawn,1959,F,AK,15
2659,Ellen,1959,F,AK,15
2660,Janet,1959,F,AK,15
2661,Robin,1959,F,AK,15
2662,Arlene,1959,F,AK,14
2663,Marie,1959,F,AK,14
2664,Renee,1959,F,AK,14
2665,Angela,1959,F,AK,13
2666,Anna,1959,F,AK,13
2667,Carolyn,1959,F,AK,13
2668,Evelyn,1959,F,AK,13
2669,Katherine,1959,F,AK,13
2670,Kathryn,1959,F,AK,13
2671,Rose,1959,F,AK,13
2672,Sarah,1959,F,AK,13
2673,Terry,1959,F,AK,13
2674,Christine,1959,F,AK,12
2675,Joyce,1959,F,AK,12
2676,Julia,1959,F,AK,12
2677,Rita,1959,F,AK,12
2678,Sally,1959,F,AK,12
2679,Sherry,1959,F,AK,12
2680,Ann,1959,F,AK,11
2681,Bonnie,1959,F,AK,11
2682,Cathy,1959,F,AK,11
2683,Jean,1959,F,AK,11
2684,Joanne,1959,F,AK,11
2685,Judith,1959,F,AK,11
2686,Martha,1959,F,AK,11
2687,Norma,1959,F,AK,11
2688,Penny,1959,F,AK,11
2689,Terri,1959,F,AK,11
2690,Paula,1959,F,AK,10
2691,Ramona,1959,F,AK,10
2692,Wanda,1959,F,AK,10
2693,Annette,1959,F,AK,9
2694,Bernice,1959,F,AK,9
2695,Betty,1959,F,AK,9
2696,Jennifer,1959,F,AK,9
2697,Lillian,1959,F,AK,9
2698,Lorraine,1959,F,AK,9
2699,Maria,1959,F,AK,9
2700,Marilyn,1959,F,AK,9
2701,Patti,1959,F,AK,9
2702,Rhonda,1959,F,AK,9
2703,Alice,1959,F,AK,8
2704,Audrey,1959,F,AK,8
2705,Becky,1959,F,AK,8
2706,Beverly,1959,F,AK,8
2707,Colleen,1959,F,AK,8
2708,Elaine,1959,F,AK,8
2709,Grace,1959,F,AK,8
2710,Irene,1959,F,AK,8
2711,Jane,1959,F,AK,8
2712,Joan,1959,F,AK,8
2713,Regina,1959,F,AK,8
2714,Tamara,1959,F,AK,8
2715,Victoria,1959,F,AK,8
2716,Carrie,1959,F,AK,7
2717,Christina,1959,F,AK,7
2718,Emily,1959,F,AK,7
2719,Emma,1959,F,AK,7
2720,Geraldine,1959,F,AK,7
2721,Heidi,1959,F,AK,7
2722,Holly,1959,F,AK,7
2723,Jeanne,1959,F,AK,7
2724,Josephine,1959,F,AK,7
2725,Marcia,1959,F,AK,7
2726,Marlene,1959,F,AK,7
2727,Pauline,1959,F,AK,7
2728,Peggy,1959,F,AK,7
2729,Sheryl,1959,F,AK,7
